36.44,36.16,0.00,29.58,31.12,29.96,35.01,33.01,33.69,29.37
36.46,36.17,0.00,29.58,31.13,29.90,34.75,32.62,33.67,29.36
36.49,36.18,0.00,29.58,31.16,29.85,34.67,32.45,33.65,29.36
36.48,36.19,30.09,29.59,31.21,29.81,34.45,32.15,33.63,29.35
36.45,36.20,30.09,29.59,31.26,29.77,34.25,31.89,33.62,29.35
36.42,36.22,30.09,29.59,31.33,29.74,34.09,31.67,33.60,29.34
36.38,36.23,30.09,29.60,31.40,29.71,33.95,31.50,33.58,29.34
36.35,36.23,30.09,29.61,31.49,29.69,33.85,31.36,33.56,29.34
36.31,36.18,30.09,29.62,31.59,29.66,33.79,31.26,33.55,29.34
36.28,36.13,30.08,29.63,31.68,29.64,33.75,31.18,33.53,29.34
36.24,36.08,30.08,29.64,31.78,29.62,33.74,31.14,33.51,29.34
36.21,36.02,30.08,29.65,31.87,29.60,33.75,31.12,33.50,29.34
36.17,35.97,30.08,29.66,31.95,29.58,33.78,31.12,33.48,29.34
36.14,35.92,30.08,29.67,32.04,29.56,33.72,31.08,33.46,29.34
36.11,35.87,30.08,29.68,32.10,29.54,33.77,31.04,33.44,29.34
36.07,35.82,30.08,29.69,32.17,29.53,33.79,31.01,33.43,29.34
36.04,35.77,30.08,29.70,32.22,29.51,33.78,30.97,33.41,29.35
36.00,35.71,30.08,29.71,32.27,29.50,33.79,30.96,33.39,29.35
35.97,35.66,30.08,29.73,32.31,29.49,33.80,30.94,33.37,29.35
35.93,35.61,30.08,29.74,32.34,29.48,33.80,30.93,33.36,29.36
35.90,35.56,30.08,29.76,32.36,29.47,33.81,30.92,33.34,29.36
35.85,35.51,30.08,29.78,32.39,29.46,33.81,30.91,33.31,0.00
35.79,35.46,30.09,29.80,32.40,29.45,33.82,30.91,33.28,0.00
35.73,35.40,30.10,29.83,32.41,29.44,33.82,30.90,33.25,0.00
35.67,35.35,30.10,29.85,32.42,29.43,33.83,30.89,33.22,0.00
35.61,35.30,30.11,29.87,32.43,29.42,33.83,30.89,33.19,0.00
35.55,35.25,30.12,29.89,32.43,29.42,33.83,30.88,33.16,0.00
35.49,35.20,30.13,29.92,32.44,29.41,33.84,30.88,33.13,0.00
35.44,35.15,30.14,29.94,32.44,29.41,33.84,30.87,33.10,0.00
35.38,35.10,30.15,29.96,32.44,29.40,33.84,30.87,33.07,0.00
35.32,35.04,30.16,29.99,32.44,29.40,33.84,30.86,33.04,0.00
35.26,34.99,30.16,30.01,32.45,29.39,33.84,30.86,33.01,0.00
35.20,34.93,30.17,30.04,32.45,29.39,33.84,30.85,32.97,0.00
35.14,34.86,30.18,30.08,32.45,29.38,33.84,30.85,32.94,0.00
35.08,34.80,30.19,30.12,32.45,29.38,33.84,30.85,32.91,0.00
35.02,34.74,30.20,30.15,32.45,29.38,33.84,30.84,32.88,0.00
