33.21,33.12,0.00,28.97,30.30,29.65,30.79,30.09,32.40,29.11
33.04,32.96,0.00,28.96,30.30,29.61,30.68,29.90,32.33,29.10
32.87,32.80,0.00,28.95,30.29,29.57,30.66,29.84,32.26,29.09
32.74,32.64,29.77,28.95,30.29,29.54,30.59,29.77,32.20,29.09
32.66,32.49,29.76,28.94,30.29,29.51,30.56,29.72,32.13,29.08
32.58,32.33,29.75,28.93,30.30,29.47,30.53,29.68,32.06,29.07
32.50,32.17,29.75,28.93,30.30,29.44,30.53,29.65,31.99,29.07
32.43,32.03,29.74,28.92,30.31,29.41,30.52,29.63,31.93,29.06
32.35,31.97,29.73,28.92,30.32,29.39,30.52,29.61,31.86,29.06
32.27,31.91,29.73,28.92,30.33,29.36,30.53,29.59,31.79,29.06
32.19,31.85,29.72,28.91,30.35,29.34,30.54,29.58,31.72,29.05
32.11,31.79,29.71,28.91,30.36,29.31,30.56,29.57,31.65,29.05
32.03,31.73,29.71,28.91,30.38,29.29,30.59,29.56,31.59,29.05
31.95,31.67,29.70,28.91,30.39,29.27,30.58,29.55,31.52,29.04
31.87,31.62,29.69,28.90,30.40,29.26,30.55,29.53,31.45,29.04
31.79,31.56,29.69,28.90,30.41,29.24,30.54,29.50,31.38,29.04
31.72,31.50,29.68,28.90,30.42,29.23,30.53,29.48,31.32,29.04
31.64,31.44,29.67,28.89,30.42,29.21,30.53,29.47,31.25,29.04
31.56,31.38,29.67,28.89,30.42,29.20,30.54,29.46,31.18,29.04
31.48,31.32,29.66,28.89,30.43,29.19,30.54,29.44,31.11,29.04
31.40,31.26,29.65,28.89,30.43,29.18,30.54,29.43,31.05,29.04
31.34,31.20,29.65,28.89,30.43,29.17,30.54,29.42,31.02,0.00
31.31,31.14,29.64,28.88,30.43,29.16,30.54,29.41,30.99,0.00
31.27,31.08,29.63,28.88,30.43,29.15,30.54,29.40,30.97,0.00
31.24,31.02,29.63,28.88,30.43,29.14,30.54,29.40,30.94,0.00
31.21,30.96,29.62,28.88,30.43,29.14,30.54,29.39,30.91,0.00
31.17,30.91,29.62,28.88,30.42,29.13,30.54,29.38,30.89,0.00
31.14,30.85,29.61,28.88,30.42,29.12,30.54,29.37,30.86,0.00
31.11,30.79,29.61,28.88,30.42,29.12,30.54,29.37,30.83,0.00
31.08,30.73,29.60,28.88,30.42,29.11,30.54,29.36,30.81,0.00
31.04,30.67,29.60,28.88,30.42,29.11,30.54,29.36,30.78,0.00
31.01,30.61,29.59,28.88,30.42,29.10,30.54,29.35,30.75,0.00
30.98,30.59,29.59,28.88,30.42,29.10,30.54,29.35,30.73,0.00
30.94,30.57,29.58,28.88,30.42,29.09,30.53,29.34,30.70,0.00
30.91,30.55,29.58,28.88,30.42,29.09,30.53,29.34,30.68,0.00
30.88,30.53,29.57,28.88,30.42,29.09,30.53,29.34,30.65,0.00
30.84,30.50,29.57,28.89,30.42,29.09,30.53,29.33,30.62,0.00
30.81,30.48,29.56,28.89,30.42,29.08,30.53,29.33,30.60,0.00
30.78,30.46,29.56,28.89,30.42,29.08,30.53,29.32,30.57,0.00
30.74,30.44,29.55,28.89,30.42,29.08,30.53,29.32,30.54,0.00
30.73,30.42,29.55,28.89,30.42,29.08,30.53,29.32,30.52,0.00
30.72,30.40,29.54,28.90,30.42,29.07,30.52,29.32,30.51,0.00
30.70,30.38,29.54,28.90,30.42,29.07,30.52,29.31,30.50,0.00
30.69,30.36,29.53,28.90,30.42,29.07,30.52,29.31,30.49,0.00
30.68,30.34,29.53,28.90,30.42,29.07,30.52,29.31,30.48,0.00
30.66,30.32,29.53,28.90,30.42,29.07,30.52,29.30,30.47,0.00
30.65,30.30,29.52,28.91,30.42,29.07,30.51,29.30,30.46,0.00
30.64,30.28,29.52,28.92,30.42,29.07,30.51,29.29,30.45,0.00
30.63,30.26,29.51,28.92,30.42,29.06,30.51,29.29,30.44,0.00
30.61,30.24,29.51,28.93,30.42,29.06,30.50,29.28,30.43,0.00
30.60,30.22,29.50,28.93,30.42,29.06,30.50,29.28,30.42,0.00
30.59,30.20,29.50,28.94,30.42,29.06,30.49,29.27,30.41,0.00
30.57,30.18,29.50,28.95,30.42,29.06,30.49,29.27,30.40,0.00
30.56,30.16,29.50,28.95,30.42,29.06,30.48,29.26,30.39,0.00
30.55,30.14,29.49,28.96,30.42,29.06,30.47,29.26,30.39,0.00
30.53,30.13,29.49,28.97,30.42,29.06,30.47,29.25,30.38,0.00
30.52,30.12,29.49,28.97,30.42,29.06,30.46,29.24,30.37,0.00
30.51,30.11,29.48,28.98,30.42,29.06,30.45,29.23,30.36,0.00
30.50,30.10,29.48,28.99,30.42,29.06,30.44,29.22,30.35,0.00
30.50,30.09,29.48,28.99,30.42,29.06,30.43,29.21,30.34,0.00
30.49,30.08,29.47,29.00,30.42,29.06,30.42,29.20,30.33,0.00
30.49,30.07,29.47,29.02,30.42,29.06,30.40,29.19,30.33,0.00
30.48,30.06,29.47,29.04,30.42,29.06,30.39,29.17,30.32,0.00
30.48,30.05,29.47,29.06,30.42,29.06,30.38,29.16,30.32,0.00
30.47,30.05,29.46,29.08,30.42,29.05,30.37,29.14,30.32,0.00
30.47,30.04,29.46,29.10,30.42,29.05,30.35,29.13,30.32,0.00
30.46,30.03,29.46,29.12,30.42,29.05,30.34,29.12,30.31,0.00
30.45,30.02,29.46,29.14,30.42,29.05,30.34,29.11,30.31,0.00
30.45,30.01,29.46,29.16,30.42,29.05,30.35,29.10,30.31,0.00
30.44,30.00,29.46,29.18,30.42,29.05,30.30,29.08,30.31,0.00
30.44,29.99,29.46,29.20,30.42,29.05,30.27,29.06,30.31,0.00
30.43,29.99,29.46,29.22,30.42,29.05,30.25,29.05,30.30,0.00
30.43,29.98,29.46,29.24,30.42,29.05,30.23,29.03,30.30,0.00
30.42,29.97,29.46,29.26,30.42,29.05,30.22,29.02,30.30,0.00
30.42,29.96,29.46,29.28,30.42,29.05,30.21,29.01,30.30,0.00
30.41,29.95,29.46,29.30,30.42,29.05,30.20,29.00,30.29,0.00
30.41,29.95,29.47,29.34,30.42,29.05,30.20,28.99,30.29,0.00
30.41,29.94,29.47,29.39,30.42,29.05,30.21,28.98,30.29,0.00
30.41,29.94,29.48,29.45,30.42,29.05,30.23,28.97,30.29,0.00
30.40,29.93,29.48,29.51,30.42,29.05,30.21,28.97,30.28,0.00
30.40,29.93,29.49,29.57,30.42,29.05,30.18,28.95,30.28,0.00
30.40,29.92,29.49,0.00,30.42,29.05,30.17,28.93,30.28,0.00
30.40,29.92,29.50,0.00,30.42,29.05,30.17,28.92,30.28,0.00
30.40,29.92,29.50,0.00,30.42,29.05,30.15,28.91,30.29,0.00
30.39,29.91,29.51,0.00,30.42,29.05,30.13,28.90,30.29,0.00
30.39,29.91,29.51,0.00,30.42,29.05,30.13,28.89,30.29,0.00
30.39,29.90,29.52,0.00,30.42,29.05,30.13,28.89,30.29,0.00
30.39,29.90,29.54,0.00,30.42,29.05,30.12,28.88,30.29,0.00
30.39,29.89,29.56,0.00,30.42,29.05,30.12,28.87,30.29,0.00
30.38,29.89,29.58,0.00,30.42,29.05,30.11,28.86,30.29,0.00
30.38,29.89,29.60,0.00,30.42,29.05,30.11,28.86,30.29,0.00
30.38,29.88,29.62,0.00,30.42,29.05,30.11,28.85,30.29,0.00
30.38,29.88,29.65,0.00,30.42,29.05,30.10,28.84,30.29,0.00
30.37,29.87,29.67,0.00,30.42,29.05,30.10,28.84,30.30,0.00
30.37,29.87,29.69,0.00,30.42,29.05,30.09,28.83,30.30,0.00
30.37,29.87,29.71,0.00,30.42,29.05,30.09,28.83,30.30,0.00
30.37,29.86,29.73,0.00,30.42,29.05,30.09,28.82,30.30,0.00
30.37,29.86,29.76,0.00,30.42,29.05,30.08,28.82,30.30,0.00
30.37,29.86,29.78,0.00,30.42,29.05,30.08,28.81,30.30,0.00
30.37,29.86,29.83,0.00,30.42,29.05,30.08,28.81,30.30,0.00
30.37,29.86,29.89,0.00,30.42,29.05,30.08,28.81,30.30,0.00
30.37,0.00,0.00,0.00,30.42,29.05,30.08,28.80,0.00,0.00
30.37,0.00,0.00,0.00,30.42,29.05,30.07,28.80,0.00,0.00
30.37,0.00,0.00,0.00,30.42,29.05,30.07,28.80,0.00,0.00
30.37,0.00,0.00,0.00,30.42,29.05,30.07,28.80,0.00,0.00
30.37,0.00,0.00,0.00,30.42,29.05,30.07,28.80,0.00,0.00
30.37,0.00,0.00,0.00,30.42,29.05,30.07,28.79,0.00,0.00
30.37,0.00,0.00,0.00,30.41,29.05,30.07,28.79,0.00,0.00
30.37,0.00,0.00,0.00,30.41,29.05,30.07,28.79,0.00,0.00
