37.47,37.19,0.00,29.47,30.98,29.90,34.99,32.92,34.22,29.34
37.46,37.17,0.00,29.47,30.99,29.85,34.68,32.47,34.18,29.33
37.45,37.14,0.00,29.47,31.02,29.81,34.58,32.28,34.15,29.33
37.41,37.11,30.01,29.47,31.08,29.77,34.31,31.95,34.11,29.32
37.35,37.09,30.01,29.47,31.13,29.74,34.09,31.68,34.07,29.32
37.28,37.06,30.01,29.47,31.21,29.71,33.90,31.46,34.04,29.31
37.21,37.03,30.01,29.48,31.28,29.68,33.77,31.29,34.00,29.31
37.15,37.00,30.00,29.48,31.37,29.65,33.67,31.15,33.96,29.31
37.08,36.92,30.00,29.49,31.47,29.63,33.61,31.06,33.93,29.31
37.01,36.84,30.00,29.50,31.57,29.61,33.58,30.99,33.89,29.31
36.95,36.76,30.00,29.51,31.67,29.58,33.59,30.96,33.85,29.31
36.88,36.68,29.99,29.52,31.77,29.56,33.62,30.95,33.82,29.31
36.81,36.60,29.99,29.53,31.86,29.55,33.68,30.97,33.78,29.31
36.75,36.52,29.99,29.54,31.95,29.53,33.61,30.92,33.75,29.31
36.68,36.44,29.99,29.55,32.02,29.51,33.64,30.88,33.71,29.31
36.61,36.36,29.99,29.56,32.09,29.50,33.64,30.84,33.67,29.31
36.55,36.29,29.99,29.57,32.14,29.48,33.62,30.81,33.64,29.31
36.48,36.21,29.99,29.58,32.19,29.47,33.63,30.79,33.60,29.32
36.41,36.13,29.99,29.59,32.22,29.46,33.63,30.78,33.56,29.32
36.35,36.05,29.99,29.60,32.26,29.45,33.63,30.77,33.53,29.33
36.28,35.97,29.98,29.62,32.28,29.43,33.64,30.76,33.49,29.33
36.21,35.89,29.99,29.64,32.30,29.42,33.64,30.75,33.45,0.00
36.13,35.81,29.99,29.66,32.31,29.42,33.64,30.74,33.41,0.00
36.05,35.73,30.00,29.68,32.33,29.41,33.65,30.73,33.37,0.00
35.97,35.65,30.00,29.70,32.33,29.40,33.65,30.73,33.33,0.00
35.89,35.57,30.01,29.72,32.34,29.39,33.65,30.72,33.29,0.00
35.81,35.49,30.01,29.74,32.34,29.39,33.65,30.71,33.25,0.00
35.73,35.41,30.02,29.76,32.35,29.38,33.66,30.71,33.21,0.00
35.65,35.34,30.03,29.78,32.35,29.37,33.66,30.70,33.17,0.00
35.57,35.26,30.03,29.80,32.35,29.37,33.66,30.70,33.13,0.00
35.49,35.18,30.04,29.82,32.35,29.36,33.66,30.69,33.09,0.00
35.41,35.10,30.05,29.84,32.35,29.36,33.66,30.69,33.05,0.00
35.33,35.02,30.06,29.88,32.35,29.36,33.66,30.69,33.01,0.00
35.25,34.94,30.06,29.91,32.35,29.35,33.66,30.68,32.96,0.00
35.16,34.87,30.07,29.95,32.35,29.35,33.66,30.68,32.92,0.00
35.08,34.79,30.08,29.99,32.35,29.35,33.66,30.67,32.88,0.00
35.00,34.71,30.09,30.02,32.35,29.34,33.65,30.67,32.84,0.00
34.92,34.64,30.10,30.06,32.35,29.34,33.65,30.67,32.80,0.00
34.84,34.56,30.11,30.10,32.35,29.34,33.65,30.66,32.76,0.00
34.76,34.49,30.13,30.13,32.35,29.34,33.65,30.66,32.72,0.00
34.69,34.41,30.15,30.17,32.35,29.33,33.65,30.66,32.68,0.00
34.62,34.33,30.17,30.21,32.35,29.33,33.65,30.65,32.65,0.00
34.55,34.26,30.19,30.25,32.35,29.33,33.65,30.65,32.62,0.00
34.48,34.18,30.21,30.28,32.35,29.33,33.64,30.65,32.58,0.00
34.41,34.11,30.22,30.32,32.35,29.33,33.64,30.64,32.55,0.00
34.34,34.03,30.24,30.36,32.35,29.32,33.64,30.64,32.52,0.00
34.27,33.95,30.26,30.42,32.35,29.32,33.64,30.64,32.48,0.00
34.20,33.88,30.28,30.48,32.35,29.32,33.63,30.63,32.45,0.00
34.13,33.80,30.30,30.54,32.35,29.32,33.63,30.63,32.42,0.00
34.05,33.73,30.31,30.59,32.35,29.32,33.62,30.62,32.38,0.00
33.98,33.65,30.34,30.65,32.35,29.32,33.62,30.62,32.35,0.00
33.91,33.58,30.37,30.71,32.35,29.32,33.61,30.61,32.32,0.00
33.84,33.50,30.40,30.77,32.35,29.32,33.61,30.60,32.29,0.00
33.77,33.43,30.43,30.83,32.35,29.32,33.60,30.60,32.25,0.00
33.70,33.35,30.46,30.89,32.35,29.32,33.59,30.59,32.22,0.00
33.63,33.29,30.50,30.95,32.35,29.32,33.58,30.58,32.19,0.00
33.56,33.23,30.53,31.01,32.35,29.32,33.57,30.57,32.15,0.00
33.49,33.17,30.56,31.07,32.35,29.31,33.55,30.56,32.12,0.00
33.43,33.11,30.59,31.13,32.35,29.31,33.54,30.55,32.09,0.00
33.37,33.06,30.62,31.19,32.35,29.31,33.53,30.53,32.05,0.00
33.32,33.00,30.66,31.25,32.35,29.31,33.51,30.52,32.02,0.00
